RND,SEA,Date,HT,Home_State,AT,Away_State,FTHG,FTAG,GD,FTR
Round 1,2015,31/1/2015,JDT,Johor,Sri Pahang FC,Pahang,2,0,2,H
Round 1,2015,7/2/2015,Young Lions,Singapore,PDRM FC,Kuala Lumpur,5,3,2,H
Round 1,2015,7/2/2015,Perak FC,Perak,Sime Darby FC,Selangor,2,0,2,H
Round 1,2015,7/2/2015,Terengganu FC,Terengganu,Selangor FC,Selangor,2,0,2,H
Round 1,2015,7/2/2015,Felda United FC,Pahang,Sarawak FA,Sarawak,3,3,0,D
Round 1,2015,7/2/2015,ATM FA,Kuala Lumpur,Kelantan FC,Kelantan,0,2,-2,A
Round 2,2015,14/2/2015,Felda United FC,Pahang,Sime Darby FC,Selangor,3,0,3,H
Round 2,2015,14/2/2015,Sri Pahang FC,Pahang,Selangor FC,Selangor,1,1,0,D
Round 2,2015,14/2/2015,PDRM FC,Kuala Lumpur,JDT,Johor,1,0,1,H
Round 2,2015,14/2/2015,Sarawak FA,Sarawak,Terengganu FC,Terengganu,3,1,2,H
Round 2,2015,14/2/2015,Perak FC,Perak,ATM FA,Kuala Lumpur,2,0,2,H
Round 2,2015,15/2/2015,Kelantan FC,Kelantan,Young Lions,Singapore,2,0,2,H
Round 3,2015,21/2/2015,Young Lions,Singapore,Perak FC,Perak,2,2,0,D
Round 3,2015,21/2/2015,Terengganu FC,Terengganu,Sime Darby FC,Selangor,2,1,1,H
Round 3,2015,21/2/2015,Selangor FC,Selangor,JDT,Johor,1,1,0,D
Round 3,2015,21/2/2015,Sarawak FA,Sarawak,Sri Pahang FC,Pahang,0,0,0,D
Round 3,2015,21/2/2015,Felda United FC,Pahang,ATM FA,Kuala Lumpur,2,1,1,H
Round 3,2015,21/2/2015,Kelantan FC,Kelantan,PDRM FC,Kuala Lumpur,0,4,-4,A
Round 4,2015,6/3/2015,Perak FC,Perak,Kelantan FC,Kelantan,0,0,0,D
Round 4,2015,7/3/2015,Terengganu FC,Terengganu,ATM FA,Kuala Lumpur,2,2,0,D
Round 4,2015,7/3/2015,JDT,Johor,Sarawak FA,Sarawak,2,1,1,H
Round 4,2015,7/3/2015,Felda United FC,Pahang,Young Lions,Singapore,0,0,0,D
Round 4,2015,7/3/2015,PDRM FC,Kuala Lumpur,Selangor FC,Selangor,1,4,-3,A
Round 4,2015,7/3/2015,Sri Pahang FC,Pahang,Sime Darby FC,Selangor,2,0,2,H
Round 5,2015,14/3/2015,Young Lions,Singapore,Terengganu FC,Terengganu,1,1,0,D
Round 5,2015,14/3/2015,Perak FC,Perak,PDRM FC,Kuala Lumpur,1,3,-2,A
Round 5,2015,14/3/2015,ATM FA,Kuala Lumpur,Sri Pahang FC,Pahang,1,0,1,H
Round 5,2015,14/3/2015,Selangor FC,Selangor,Sarawak FA,Sarawak,2,0,2,H
Round 5,2015,14/3/2015,Kelantan FC,Kelantan,Felda United FC,Pahang,0,1,-1,A
Round 5,2015,14/3/2015,Sime Darby FC,Selangor,JDT,Johor,1,1,0,D
Round 6,2015,3/4/2015,PDRM FC,Kuala Lumpur,Sarawak FA,Sarawak,1,0,1,H
Round 6,2015,4/4/2015,Perak FC,Perak,Felda United FC,Pahang,4,1,3,H
Round 6,2015,4/4/2015,JDT,Johor,ATM FA,Kuala Lumpur,2,1,1,H
Round 6,2015,4/4/2015,Sri Pahang FC,Pahang,Young Lions,Singapore,3,2,1,H
Round 6,2015,4/4/2015,Terengganu FC,Terengganu,Kelantan FC,Kelantan,2,1,1,H
Round 6,2015,4/4/2015,Sime Darby FC,Selangor,Selangor FC,Selangor,2,3,-1,A
Round 7,2015,11/4/2015,Young Lions,Singapore,JDT,Johor,0,0,0,D
Round 7,2015,11/4/2015,Kelantan FC,Kelantan,Sri Pahang FC,Pahang,0,2,-2,A
Round 7,2015,11/4/2015,Sarawak FA,Sarawak,Sime Darby FC,Selangor,2,1,1,H
Round 7,2015,11/4/2015,ATM FA,Kuala Lumpur,Selangor FC,Selangor,1,3,-2,A
Round 7,2015,11/4/2015,Perak FC,Perak,Terengganu FC,Terengganu,2,3,-1,A
Round 7,2015,11/4/2015,Felda United FC,Pahang,PDRM FC,Kuala Lumpur,3,2,1,H
Round 8,2015,18/4/2015,Sarawak FA,Sarawak,ATM FA,Kuala Lumpur,1,1,0,D
Round 8,2015,18/4/2015,JDT,Johor,Kelantan FC,Kelantan,3,1,2,H
Round 8,2015,18/4/2015,Sime Darby FC,Selangor,PDRM FC,Kuala Lumpur,1,4,-3,A
Round 8,2015,18/4/2015,Terengganu FC,Terengganu,Felda United FC,Pahang,1,3,-2,A
Round 8,2015,18/4/2015,Selangor FC,Selangor,Young Lions,Singapore,4,0,4,H
Round 8,2015,5/5/2015,Sri Pahang FC,Pahang,Perak FC,Perak,1,0,1,H
Round 9,2015,24/4/2015,Perak FC,Perak,JDT,Johor,2,1,1,H
Round 9,2015,25/4/2015,Young Lions,Singapore,Sarawak FA,Sarawak,1,0,1,H
Round 9,2015,25/4/2015,ATM FA,Kuala Lumpur,Sime Darby FC,Selangor,1,1,0,D
Round 9,2015,25/4/2015,PDRM FC,Kuala Lumpur,Terengganu FC,Terengganu,3,1,2,H
Round 9,2015,25/4/2015,Felda United FC,Pahang,Sri Pahang FC,Pahang,0,1,-1,A
Round 9,2015,25/4/2015,Kelantan FC,Kelantan,Selangor FC,Selangor,2,1,1,H
Round 10,2015,2/5/2015,Sarawak FA,Sarawak,Kelantan FC,Kelantan,3,2,1,H
Round 10,2015,2/5/2015,Sri Pahang FC,Pahang,Terengganu FC,Terengganu,3,2,1,H
Round 10,2015,2/5/2015,Selangor FC,Selangor,Perak FC,Perak,1,2,-1,A
Round 10,2015,2/5/2015,Sime Darby FC,Selangor,Young Lions,Singapore,1,2,-1,A
Round 10,2015,2/5/2015,ATM FA,Kuala Lumpur,PDRM FC,Kuala Lumpur,3,1,2,H
Round 10,2015,3/5/2015,JDT,Johor,Felda United FC,Pahang,1,0,1,H
Round 11,2015,20/6/2015,Young Lions,Singapore,ATM FA,Kuala Lumpur,3,1,2,H
Round 11,2015,20/6/2015,Terengganu FC,Terengganu,JDT,Johor,0,1,-1,A
Round 11,2015,20/6/2015,Sarawak FA,Sarawak,Perak FC,Perak,1,1,0,D
Round 11,2015,20/6/2015,Felda United FC,Pahang,Selangor FC,Selangor,4,4,0,D
Round 11,2015,20/6/2015,PDRM FC,Kuala Lumpur,Sri Pahang FC,Pahang,3,5,-2,A
Round 11,2015,25/7/2015,Kelantan FC,Kelantan,Sime Darby FC,Selangor,2,2,0,D
Round 12,2015,23/6/2015,ATM FA,Kuala Lumpur,Young Lions,Singapore,1,1,0,D
Round 12,2015,23/6/2015,JDT,Johor,Terengganu FC,Terengganu,2,0,2,H
Round 12,2015,23/6/2015,Sime Darby FC,Selangor,Kelantan FC,Kelantan,1,1,0,D
Round 12,2015,23/6/2015,Selangor FC,Selangor,Felda United FC,Pahang,1,0,1,H
Round 12,2015,23/6/2015,Perak FC,Perak,Sarawak FA,Sarawak,3,1,2,H
Round 12,2015,23/6/2015,Sri Pahang FC,Pahang,PDRM FC,Kuala Lumpur,1,0,1,H
Round 13,2015,26/6/2015,PDRM FC,Kuala Lumpur,Young Lions,Singapore,2,1,1,H
Round 13,2015,27/6/2015,Sarawak FA,Sarawak,Felda United FC,Pahang,0,2,-2,A
Round 13,2015,27/6/2015,Sri Pahang FC,Pahang,JDT,Johor,1,1,0,D
Round 13,2015,27/6/2015,Sime Darby FC,Selangor,Perak FC,Perak,1,3,-2,A
Round 13,2015,27/6/2015,Selangor FC,Selangor,Terengganu FC,Terengganu,2,0,2,H
Round 13,2015,28/7/2015,Kelantan FC,Kelantan,ATM FA,Kuala Lumpur,5,1,4,H
Round 14,2015,4/7/2015,Young Lions,Singapore,Kelantan FC,Kelantan,3,0,3,H
Round 14,2015,4/7/2015,Sime Darby FC,Selangor,Felda United FC,Pahang,2,2,0,D
Round 14,2015,4/7/2015,Selangor FC,Selangor,Sri Pahang FC,Pahang,1,3,-2,A
Round 14,2015,4/7/2015,JDT,Johor,PDRM FC,Kuala Lumpur,2,1,1,H
Round 14,2015,4/7/2015,Terengganu FC,Terengganu,Sarawak FA,Sarawak,4,2,2,H
Round 14,2015,4/7/2015,ATM FA,Kuala Lumpur,Perak FC,Perak,1,2,-1,A
Round 15,2015,8/7/2015,Perak FC,Perak,Young Lions,Singapore,1,2,-1,A
Round 15,2015,8/7/2015,Sime Darby FC,Selangor,Terengganu FC,Terengganu,0,2,-2,A
Round 15,2015,8/7/2015,Sri Pahang FC,Pahang,Sarawak FA,Sarawak,3,1,2,H
Round 15,2015,8/7/2015,ATM FA,Kuala Lumpur,Felda United FC,Pahang,0,4,-4,A
Round 15,2015,8/7/2015,PDRM FC,Kuala Lumpur,Kelantan FC,Kelantan,1,3,-2,A
Round 15,2015,13/7/2015,JDT,Johor,Selangor FC,Selangor,3,1,2,H
Round 16,2015,1/8/2015,Kelantan FC,Kelantan,Perak FC,Perak,1,0,1,H
Round 16,2015,1/8/2015,ATM FA,Kuala Lumpur,Terengganu FC,Terengganu,1,5,-4,A
Round 16,2015,1/8/2015,Sarawak FA,Sarawak,JDT,Johor,0,2,-2,A
Round 16,2015,1/8/2015,Selangor FC,Selangor,PDRM FC,Kuala Lumpur,1,1,0,D
Round 16,2015,1/8/2015,Sime Darby FC,Selangor,Sri Pahang FC,Pahang,2,4,-2,A
Round 16,2015,2/8/2015,Young Lions,Singapore,Felda United FC,Pahang,2,1,1,H
Round 17,2015,5/8/2015,Terengganu FC,Terengganu,Young Lions,Singapore,4,2,2,H
Round 17,2015,5/8/2015,PDRM FC,Kuala Lumpur,Perak FC,Perak,3,2,1,H
Round 17,2015,5/8/2015,Sri Pahang FC,Pahang,ATM FA,Kuala Lumpur,2,0,2,H
Round 17,2015,5/8/2015,Sarawak FA,Sarawak,Selangor FC,Selangor,1,1,0,D
Round 17,2015,5/8/2015,Felda United FC,Pahang,Kelantan FC,Kelantan,0,0,0,D
Round 17,2015,5/8/2015,JDT,Johor,Sime Darby FC,Selangor,4,0,4,H
Round 18,2015,8/8/2015,Young Lions,Singapore,Sri Pahang FC,Pahang,4,2,2,H
Round 18,2015,8/8/2015,Sarawak FA,Sarawak,PDRM FC,Kuala Lumpur,2,3,-1,A
Round 18,2015,8/8/2015,Felda United FC,Pahang,Perak FC,Perak,2,0,2,H
Round 18,2015,8/8/2015,ATM FA,Kuala Lumpur,JDT,Johor,0,1,-1,A
Round 18,2015,8/8/2015,Kelantan FC,Kelantan,Terengganu FC,Terengganu,1,2,-1,A
Round 18,2015,8/8/2015,Selangor FC,Selangor,Sime Darby FC,Selangor,3,1,2,H
Round 19,2015,11/8/2015,PDRM FC,Kuala Lumpur,Felda United FC,Pahang,1,0,1,H
Round 19,2015,12/8/2015,JDT,Johor,Young Lions,Singapore,1,0,1,H
Round 19,2015,12/8/2015,Sri Pahang FC,Pahang,Kelantan FC,Kelantan,5,3,2,H
Round 19,2015,12/8/2015,Sime Darby FC,Selangor,Sarawak FA,Sarawak,1,1,0,D
Round 19,2015,12/8/2015,Selangor FC,Selangor,ATM FA,Kuala Lumpur,3,2,1,H
Round 19,2015,12/8/2015,Terengganu FC,Terengganu,Perak FC,Perak,2,1,1,H
Round 20,2015,15/8/2015,Young Lions,Singapore,Selangor FC,Selangor,1,1,0,D
Round 20,2015,15/8/2015,ATM FA,Kuala Lumpur,Sarawak FA,Sarawak,1,1,0,D
Round 20,2015,15/8/2015,Kelantan FC,Kelantan,JDT,Johor,4,1,3,H
Round 20,2015,15/8/2015,PDRM FC,Kuala Lumpur,Sime Darby FC,Selangor,1,1,0,D
Round 20,2015,15/8/2015,Felda United FC,Pahang,Terengganu FC,Terengganu,1,0,1,H
Round 20,2015,15/8/2015,Perak FC,Perak,Sri Pahang FC,Pahang,1,1,0,D
Round 21,2015,19/8/2015,JDT,Johor,Perak FC,Perak,4,1,3,H
Round 21,2015,19/8/2015,Sarawak FA,Sarawak,Young Lions,Singapore,2,1,1,H
Round 21,2015,19/8/2015,Sime Darby FC,Selangor,ATM FA,Kuala Lumpur,1,0,1,H
Round 21,2015,19/8/2015,Terengganu FC,Terengganu,PDRM FC,Kuala Lumpur,1,0,1,H
Round 21,2015,19/8/2015,Sri Pahang FC,Pahang,Felda United FC,Pahang,2,2,0,D
Round 21,2015,19/8/2015,Selangor FC,Selangor,Kelantan FC,Kelantan,3,0,3,H
Round 22,2015,22/8/2015,Kelantan FC,Kelantan,Sarawak FA,Sarawak,4,3,1,H
Round 22,2015,22/8/2015,Terengganu FC,Terengganu,Sri Pahang FC,Pahang,3,1,2,H
Round 22,2015,22/8/2015,Perak FC,Perak,Selangor FC,Selangor,0,2,-2,A
Round 22,2015,22/8/2015,Young Lions,Singapore,Sime Darby FC,Selangor,3,0,3,H
Round 22,2015,22/8/2015,PDRM FC,Kuala Lumpur,ATM FA,Kuala Lumpur,3,2,1,H
Round 22,2015,22/8/2015,Felda United FC,Pahang,JDT,Johor,2,1,1,H
Round 1,2016,13/2/2016,JDT,Johor,Selangor FC,Selangor,1,1,0,D
Round 1,2016,13/2/2016,Sri Pahang FC,Pahang,T Team FC,Terengganu,2,2,0,D
Round 1,2016,13/2/2016,Terengganu FC,Terengganu,Penang FC,Pulau Pinang,1,0,1,H
Round 1,2016,13/2/2016,Felda United FC,Pahang,Kedah Darul Aman FC,Kedah,2,0,2,H
Round 1,2016,13/2/2016,PDRM FC,Kuala Lumpur,Sarawak FA,Sarawak,1,0,1,H
Round 1,2016,13/2/2016,Perak FC,Perak,Kelantan FC,Kelantan,0,0,0,D
Round 2,2016,16/2/2016,Sarawak FA,Sarawak,Felda United FC,Pahang,1,2,-1,A
Round 2,2016,16/2/2016,Perak FC,Perak,Selangor FC,Selangor,0,1,-1,A
Round 2,2016,16/2/2016,Kelantan FC,Kelantan,PDRM FC,Kuala Lumpur,1,0,1,H
Round 2,2016,16/2/2016,Kedah Darul Aman FC,Kedah,Terengganu FC,Terengganu,1,0,1,H
Round 2,2016,16/2/2016,Penang FC,Pulau Pinang,Sri Pahang FC,Pahang,4,1,3,H
Round 2,2016,16/2/2016,T Team FC,Terengganu,JDT,Johor,0,2,-2,A
Round 3,2016,26/2/2016,Kelantan FC,Kelantan,Sarawak FA,Sarawak,2,2,0,D
Round 3,2016,27/2/2016,Sri Pahang FC,Pahang,Selangor FC,Selangor,1,3,-2,A
Round 3,2016,27/2/2016,Terengganu FC,Terengganu,JDT,Johor,0,2,-2,A
Round 3,2016,27/2/2016,Felda United FC,Pahang,T Team FC,Terengganu,2,0,2,H
Round 3,2016,27/2/2016,PDRM FC,Kuala Lumpur,Penang FC,Pulau Pinang,2,2,0,D
Round 3,2016,27/2/2016,Perak FC,Perak,Kedah Darul Aman FC,Kedah,0,0,0,D
Round 4,2016,1/3/2016,Selangor FC,Selangor,Sarawak FA,Sarawak,4,2,2,H
Round 4,2016,1/3/2016,Kedah Darul Aman FC,Kedah,Kelantan FC,Kelantan,2,1,1,H
Round 4,2016,1/3/2016,Penang FC,Pulau Pinang,Perak FC,Perak,1,1,0,D
Round 4,2016,1/3/2016,T Team FC,Terengganu,PDRM FC,Kuala Lumpur,1,1,0,D
Round 4,2016,1/3/2016,JDT,Johor,Felda United FC,Pahang,2,1,1,H
Round 4,2016,1/3/2016,Sri Pahang FC,Pahang,Terengganu FC,Terengganu,1,2,-1,A
Round 5,2016,11/3/2016,Terengganu FC,Terengganu,Selangor FC,Selangor,3,1,2,H
Round 5,2016,12/3/2016,Sarawak FA,Sarawak,Kedah Darul Aman FC,Kedah,1,1,0,D
Round 5,2016,12/3/2016,Felda United FC,Pahang,Sri Pahang FC,Pahang,2,0,2,H
Round 5,2016,12/3/2016,Kelantan FC,Kelantan,Penang FC,Pulau Pinang,3,1,2,H
Round 5,2016,13/3/2016,Perak FC,Perak,T Team FC,Terengganu,0,0,0,D
Round 5,2016,13/3/2016,PDRM FC,Kuala Lumpur,JDT,Johor,0,2,-2,A
Round 6,2016,4/4/2016,Terengganu FC,Terengganu,Felda United FC,Pahang,1,4,-3,A
Round 6,2016,5/4/2016,Selangor FC,Selangor,Kedah Darul Aman FC,Kedah,2,2,0,D
Round 6,2016,5/4/2016,Penang FC,Pulau Pinang,Sarawak FA,Sarawak,1,2,-1,A
Round 6,2016,5/4/2016,T Team FC,Terengganu,Kelantan FC,Kelantan,4,2,2,H
Round 6,2016,5/4/2016,JDT,Johor,Perak FC,Perak,2,1,1,H
Round 6,2016,5/4/2016,Sri Pahang FC,Pahang,PDRM FC,Kuala Lumpur,0,2,-2,A
Round 7,2016,8/4/2016,Felda United FC,Pahang,Selangor FC,Selangor,3,1,2,H
Round 7,2016,8/4/2016,Kelantan FC,Kelantan,JDT,Johor,2,2,0,D
Round 7,2016,9/4/2016,Sarawak FA,Sarawak,T Team FC,Terengganu,0,2,-2,A
Round 7,2016,9/4/2016,Perak FC,Perak,Sri Pahang FC,Pahang,3,4,-1,A
Round 7,2016,9/4/2016,Kedah Darul Aman FC,Kedah,Penang FC,Pulau Pinang,2,2,0,D
Round 7,2016,10/4/2016,PDRM FC,Kuala Lumpur,Terengganu FC,Terengganu,3,1,2,H
Round 8,2016,19/4/2016,Terengganu FC,Terengganu,Perak FC,Perak,2,3,-1,A
Round 8,2016,20/4/2016,Sarawak FA,Sarawak,JDT,Johor,2,5,-3,A
Round 8,2016,20/4/2016,Selangor FC,Selangor,Penang FC,Pulau Pinang,1,0,1,H
Round 8,2016,20/4/2016,T Team FC,Terengganu,Kedah Darul Aman FC,Kedah,4,1,3,H
Round 8,2016,20/4/2016,Sri Pahang FC,Pahang,Kelantan FC,Kelantan,4,3,1,H
Round 8,2016,20/4/2016,Felda United FC,Pahang,PDRM FC,Kuala Lumpur,4,0,4,H
Round 9,2016,23/4/2016,Sarawak FA,Sarawak,Sri Pahang FC,Pahang,1,1,0,D
Round 9,2016,23/4/2016,PDRM FC,Kuala Lumpur,Selangor FC,Selangor,0,0,0,D
Round 9,2016,23/4/2016,Kelantan FC,Kelantan,Terengganu FC,Terengganu,3,0,3,H
Round 9,2016,23/4/2016,Kedah Darul Aman FC,Kedah,JDT,Johor,1,1,0,D
Round 9,2016,24/4/2016,Perak FC,Perak,Felda United FC,Pahang,3,2,1,H
Round 9,2016,24/4/2016,Penang FC,Pulau Pinang,T Team FC,Terengganu,2,3,-1,A
Round 10,2016,4/5/2016,PDRM FC,Kuala Lumpur,Perak FC,Perak,2,2,0,D
Round 10,2016,4/5/2016,Sri Pahang FC,Pahang,Kedah Darul Aman FC,Kedah,1,1,0,D
Round 10,2016,4/5/2016,Selangor FC,Selangor,T Team FC,Terengganu,2,1,1,H
Round 10,2016,4/5/2016,Terengganu FC,Terengganu,Sarawak FA,Sarawak,3,2,1,H
Round 10,2016,4/5/2016,Felda United FC,Pahang,Kelantan FC,Kelantan,2,0,2,H
Round 10,2016,6/5/2016,JDT,Johor,Penang FC,Pulau Pinang,1,0,1,H
Round 11,2016,18/5/2016,Sarawak FA,Sarawak,Perak FC,Perak,3,2,1,H
Round 11,2016,18/5/2016,Selangor FC,Selangor,Kelantan FC,Kelantan,0,0,0,D
Round 11,2016,18/5/2016,Kedah Darul Aman FC,Kedah,PDRM FC,Kuala Lumpur,2,0,2,H
Round 11,2016,18/5/2016,Penang FC,Pulau Pinang,Felda United FC,Pahang,1,2,-1,A
Round 11,2016,18/5/2016,T Team FC,Terengganu,Terengganu FC,Terengganu,0,0,0,D
Round 11,2016,18/5/2016,JDT,Johor,Sri Pahang FC,Pahang,3,0,3,H
Round 12,2016,21/5/2016,Kelantan FC,Kelantan,Selangor FC,Selangor,2,5,-3,A
Round 12,2016,21/5/2016,Perak FC,Perak,Sarawak FA,Sarawak,0,3,-3,A
Round 12,2016,21/5/2016,PDRM FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,1,1,0,D
Round 12,2016,21/5/2016,Felda United FC,Pahang,Penang FC,Pulau Pinang,2,2,0,D
Round 12,2016,21/5/2016,Terengganu FC,Terengganu,T Team FC,Terengganu,2,1,1,H
Round 12,2016,21/5/2016,Sri Pahang FC,Pahang,JDT,Johor,0,6,-6,A
Round 13,2016,3/8/2016,Sarawak FA,Sarawak,Terengganu FC,Terengganu,2,1,1,H
Round 13,2016,3/8/2016,T Team FC,Terengganu,Selangor FC,Selangor,1,0,1,H
Round 13,2016,3/8/2016,Penang FC,Pulau Pinang,JDT,Johor,1,1,0,D
Round 13,2016,3/8/2016,Kedah Darul Aman FC,Kedah,Sri Pahang FC,Pahang,0,3,-3,A
Round 13,2016,3/8/2016,Kelantan FC,Kelantan,Felda United FC,Pahang,1,1,0,D
Round 13,2016,3/8/2016,Perak FC,Perak,PDRM FC,Kuala Lumpur,1,0,1,H
Round 14,2016,15/7/2016,Terengganu FC,Terengganu,Kelantan FC,Kelantan,1,6,-5,A
Round 14,2016,16/7/2016,Selangor FC,Selangor,PDRM FC,Kuala Lumpur,2,1,1,H
Round 14,2016,16/7/2016,Felda United FC,Pahang,Perak FC,Perak,2,1,1,H
Round 14,2016,16/7/2016,Sri Pahang FC,Pahang,Sarawak FA,Sarawak,2,0,2,H
Round 14,2016,16/7/2016,JDT,Johor,Kedah Darul Aman FC,Kedah,5,0,5,H
Round 14,2016,16/7/2016,T Team FC,Terengganu,Penang FC,Pulau Pinang,3,4,-1,A
Round 15,2016,22/7/2016,JDT,Johor,Sarawak FA,Sarawak,2,1,1,H
Round 15,2016,23/7/2016,Kedah Darul Aman FC,Kedah,T Team FC,Terengganu,1,0,1,H
Round 15,2016,23/7/2016,Kelantan FC,Kelantan,Sri Pahang FC,Pahang,0,0,0,D
Round 15,2016,23/7/2016,Perak FC,Perak,Terengganu FC,Terengganu,2,0,2,H
Round 15,2016,23/7/2016,PDRM FC,Kuala Lumpur,Felda United FC,Pahang,1,2,-1,A
Round 15,2016,23/7/2016,Penang FC,Pulau Pinang,Selangor FC,Selangor,1,1,0,D
Round 16,2016,26/7/2016,Selangor FC,Selangor,Felda United FC,Pahang,1,2,-1,A
Round 16,2016,26/7/2016,Sri Pahang FC,Pahang,Perak FC,Perak,1,2,-1,A
Round 16,2016,26/7/2016,JDT,Johor,Kelantan FC,Kelantan,1,0,1,H
Round 16,2016,26/7/2016,T Team FC,Terengganu,Sarawak FA,Sarawak,1,2,-1,A
Round 16,2016,26/7/2016,Penang FC,Pulau Pinang,Kedah Darul Aman FC,Kedah,3,2,1,H
Round 16,2016,27/7/2016,Terengganu FC,Terengganu,PDRM FC,Kuala Lumpur,0,2,-2,A
