RND,SEA,Date,HT,Home_State,AT,Away_State,FTHG,FTAG,GD,FTR
Round 6,2022,24/4/2022,Negeri Sembilan FC,Negeri Sembilan,Kuala Lumpur City FC,Kuala Lumpur,2,1,1,H
Round 6,2022,2/7/2022,Melaka United FC,Melaka,JDT,Johor,1,1,0,D
Round 7,2022,6/5/2022,Sarawak United FC,Sarawak,Negeri Sembilan FC,Negeri Sembilan,1,2,-1,A
Round 7,2022,6/5/2022,Kedah Darul Aman FC,Kedah,Melaka United FC,Melaka,2,3,-1,A
Round 7,2022,7/5/2022,Kuala Lumpur City FC,Kuala Lumpur,Sri Pahang FC,Pahang,1,2,-1,A
Round 7,2022,22/6/2022,Penang FC,Pulau Pinang,Terengganu FC,Terengganu,2,1,1,H
Round 7,2022,28/6/2022,JDT,Johor,Petaling Jaya City FC,Selangor,4,0,4,H
Round 7,2022,28/6/2022,Selangor FC,Selangor,Sabah FC,Sabah,1,1,0,D
Round 8,2022,10/5/2022,Kuala Lumpur City FC,Kuala Lumpur,Penang FC,Pulau Pinang,3,2,1,H
Round 8,2022,10/5/2022,Petaling Jaya City FC,Selangor,Kedah Darul Aman FC,Kedah,3,3,0,D
Round 8,2022,11/5/2022,Sri Pahang FC,Pahang,Sarawak United FC,Sarawak,1,2,-1,A
Round 8,2022,11/5/2022,Negeri Sembilan FC,Negeri Sembilan,JDT,Johor,0,1,-1,A
Round 8,2022,5/7/2022,Melaka United FC,Melaka,Selangor FC,Selangor,2,0,2,H
Round 8,2022,19/7/2022,Sabah FC,Sabah,Terengganu FC,Terengganu,2,1,1,H
Round 9,2022,17/5/2022,Sarawak United FC,Sarawak,Kuala Lumpur City FC,Kuala Lumpur,1,2,-1,A
Round 9,2022,17/5/2022,Kedah Darul Aman FC,Kedah,Negeri Sembilan FC,Negeri Sembilan,0,0,0,D
Round 9,2022,17/5/2022,Penang FC,Pulau Pinang,Sabah FC,Sabah,2,4,-2,A
Round 9,2022,19/5/2022,JDT,Johor,Sri Pahang FC,Pahang,2,2,0,D
Round 9,2022,21/8/2022,Selangor FC,Selangor,Petaling Jaya City FC,Selangor,0,1,-1,A
Round 9,2022,3/9/2022,Terengganu FC,Terengganu,Melaka United FC,Melaka,5,0,5,H
Round 10,2022,18/6/2022,Melaka United FC,Melaka,Negeri Sembilan FC,Negeri Sembilan,0,0,0,D
Round 10,2022,18/6/2022,Sabah FC,Sabah,Sri Pahang FC,Pahang,2,1,1,H
Round 10,2022,18/6/2022,Penang FC,Pulau Pinang,Petaling Jaya City FC,Selangor,1,1,0,D
Round 10,2022,18/6/2022,Terengganu FC,Terengganu,Kuala Lumpur City FC,Kuala Lumpur,2,0,2,H
Round 10,2022,19/6/2022,Selangor FC,Selangor,Sarawak United FC,Sarawak,7,0,7,H
Round 10,2022,4/10/2022,Kedah Darul Aman FC,Kedah,JDT,Johor,1,3,-2,A
Round 11,2022,25/6/2022,Negeri Sembilan FC,Negeri Sembilan,Sri Pahang FC,Pahang,3,0,3,H
Round 11,2022,25/6/2022,Melaka United FC,Melaka,Sarawak United FC,Sarawak,2,3,-1,A
Round 11,2022,15/7/2022,Sabah FC,Sabah,JDT,Johor,1,2,-1,A
Round 11,2022,15/7/2022,Terengganu FC,Terengganu,Kedah Darul Aman FC,Kedah,2,1,1,H
Round 11,2022,16/7/2022,Kuala Lumpur City FC,Kuala Lumpur,Petaling Jaya City FC,Selangor,0,0,0,D
Round 11,2022,16/7/2022,Selangor FC,Selangor,Penang FC,Pulau Pinang,2,0,2,H
Round 12,2022,3/7/2022,Negeri Sembilan FC,Negeri Sembilan,Sabah FC,Sabah,0,1,-1,A
Round 12,2022,3/7/2022,Terengganu FC,Terengganu,Sri Pahang FC,Pahang,2,1,1,H
Round 12,2022,19/7/2022,Kedah Darul Aman FC,Kedah,Sarawak United FC,Sarawak,3,1,2,H
Round 12,2022,20/7/2022,Selangor FC,Selangor,Kuala Lumpur City FC,Kuala Lumpur,1,1,0,D
Round 12,2022,20/7/2022,Penang FC,Pulau Pinang,JDT,Johor,0,1,-1,A
Round 12,2022,20/7/2022,Melaka United FC,Melaka,Petaling Jaya City FC,Selangor,2,2,0,D
Round 13,2022,26/7/2022,Petaling Jaya City FC,Selangor,Sabah FC,Sabah,1,2,-1,A
Round 13,2022,26/7/2022,Melaka United FC,Melaka,Penang FC,Pulau Pinang,4,1,3,H
Round 13,2022,27/7/2022,Sarawak United FC,Sarawak,JDT,Johor,0,4,-4,A
Round 13,2022,27/7/2022,Sri Pahang FC,Pahang,Selangor FC,Selangor,2,0,2,H
Round 13,2022,27/7/2022,Negeri Sembilan FC,Negeri Sembilan,Terengganu FC,Terengganu,2,1,1,H
Round 13,2022,27/7/2022,Kuala Lumpur City FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,2,1,1,H
Round 14,2022,31/7/2022,Sabah FC,Sabah,Melaka United FC,Melaka,2,1,1,H
Round 14,2022,31/7/2022,Penang FC,Pulau Pinang,Sarawak United FC,Sarawak,2,3,-1,A
Round 14,2022,31/7/2022,Selangor FC,Selangor,Negeri Sembilan FC,Negeri Sembilan,2,3,-1,A
Round 14,2022,1/8/2022,JDT,Johor,Kuala Lumpur City FC,Kuala Lumpur,5,0,5,H
Round 14,2022,1/8/2022,Sri Pahang FC,Pahang,Kedah Darul Aman FC,Kedah,2,0,2,H
Round 14,2022,1/8/2022,Terengganu FC,Terengganu,Petaling Jaya City FC,Selangor,0,0,0,D
Round 15,2022,9/8/2022,Sabah FC,Sabah,Sarawak United FC,Sarawak,1,0,1,H
Round 15,2022,9/8/2022,Negeri Sembilan FC,Negeri Sembilan,Penang FC,Pulau Pinang,3,2,1,H
Round 15,2022,9/8/2022,Petaling Jaya City FC,Selangor,Sri Pahang FC,Pahang,0,3,-3,A
Round 15,2022,10/8/2022,Terengganu FC,Terengganu,JDT,Johor,1,2,-1,A
Round 15,2022,14/9/2022,Kedah Darul Aman FC,Kedah,Selangor FC,Selangor,3,1,2,H
Round 15,2022,15/9/2022,Melaka United FC,Melaka,Kuala Lumpur City FC,Kuala Lumpur,0,0,0,D
Round 16,2022,13/8/2022,Petaling Jaya City FC,Selangor,Negeri Sembilan FC,Negeri Sembilan,0,2,-2,A
Round 16,2022,13/8/2022,Terengganu FC,Terengganu,Sarawak United FC,Sarawak,1,0,1,H
Round 16,2022,13/8/2022,Melaka United FC,Melaka,Sri Pahang FC,Pahang,2,2,0,D
Round 16,2022,1/9/2022,Sabah FC,Sabah,Kuala Lumpur City FC,Kuala Lumpur,2,2,0,D
Round 16,2022,2/9/2022,Kedah Darul Aman FC,Kedah,Penang FC,Pulau Pinang,1,0,1,H
Round 16,2022,3/9/2022,Selangor FC,Selangor,JDT,Johor,1,1,0,D
Round 17,2022,17/8/2022,Sarawak United FC,Sarawak,Petaling Jaya City FC,Selangor,0,0,0,D
Round 17,2022,17/8/2022,Kedah Darul Aman FC,Kedah,Sabah FC,Sabah,1,1,0,D
Round 17,2022,17/8/2022,Selangor FC,Selangor,Terengganu FC,Terengganu,0,2,-2,A
Round 17,2022,18/8/2022,Kuala Lumpur City FC,Kuala Lumpur,Negeri Sembilan FC,Negeri Sembilan,1,0,1,H
Round 17,2022,18/8/2022,Penang FC,Pulau Pinang,Sri Pahang FC,Pahang,2,3,-1,A
Round 17,2022,29/8/2022,JDT,Johor,Melaka United FC,Melaka,4,0,4,H
Round 18,2022,9/9/2022,Negeri Sembilan FC,Negeri Sembilan,Sarawak United FC,Sarawak,3,2,1,H
Round 18,2022,9/9/2022,Melaka United FC,Melaka,Kedah Darul Aman FC,Kedah,0,3,-3,A
Round 18,2022,10/9/2022,Sabah FC,Sabah,Selangor FC,Selangor,2,3,-1,A
Round 18,2022,11/9/2022,Sri Pahang FC,Pahang,Kuala Lumpur City FC,Kuala Lumpur,0,2,-2,A
Round 18,2022,14/9/2022,Terengganu FC,Terengganu,Penang FC,Pulau Pinang,3,0,3,H
Round 18,2022,15/9/2022,Petaling Jaya City FC,Selangor,JDT,Johor,2,2,0,D
Round 19,2022,24/9/2022,Penang FC,Pulau Pinang,Kuala Lumpur City FC,Kuala Lumpur,1,0,1,H
Round 19,2022,1/10/2022,Selangor FC,Selangor,Melaka United FC,Melaka,5,0,5,H
Round 19,2022,1/10/2022,Sarawak United FC,Sarawak,Sri Pahang FC,Pahang,1,4,-3,A
Round 19,2022,1/10/2022,JDT,Johor,Negeri Sembilan FC,Negeri Sembilan,5,0,5,H
Round 19,2022,1/10/2022,Kedah Darul Aman FC,Kedah,Petaling Jaya City FC,Selangor,0,1,-1,A
Round 19,2022,1/10/2022,Terengganu FC,Terengganu,Sabah FC,Sabah,2,0,2,H
Round 20,2022,28/9/2022,Kuala Lumpur City FC,Kuala Lumpur,Sarawak United FC,Sarawak,5,0,5,H
Round 20,2022,7/10/2022,Sabah FC,Sabah,Penang FC,Pulau Pinang,4,1,3,H
Round 20,2022,7/10/2022,Melaka United FC,Melaka,Terengganu FC,Terengganu,2,4,-2,A
Round 20,2022,7/10/2022,Petaling Jaya City FC,Selangor,Selangor FC,Selangor,0,1,-1,A
Round 20,2022,7/10/2022,Sri Pahang FC,Pahang,JDT,Johor,0,0,0,D
Round 20,2022,8/10/2022,Negeri Sembilan FC,Negeri Sembilan,Kedah Darul Aman FC,Kedah,4,3,1,H
Round 21,2022,11/10/2022,Sarawak United FC,Sarawak,Selangor FC,Selangor,0,1,-1,A
Round 21,2022,11/10/2022,Negeri Sembilan FC,Negeri Sembilan,Melaka United FC,Melaka,2,0,2,H
Round 21,2022,11/10/2022,Sri Pahang FC,Pahang,Sabah FC,Sabah,1,2,-1,A
Round 21,2022,11/10/2022,JDT,Johor,Kedah Darul Aman FC,Kedah,4,1,3,H
Round 21,2022,11/10/2022,Kuala Lumpur City FC,Kuala Lumpur,Terengganu FC,Terengganu,1,2,-1,A
Round 21,2022,11/10/2022,Petaling Jaya City FC,Selangor,Penang FC,Pulau Pinang,2,0,2,H
Round 22,2022,15/10/2022,JDT,Johor,Sabah FC,Sabah,3,0,3,H
Round 22,2022,15/10/2022,Kedah Darul Aman FC,Kedah,Terengganu FC,Terengganu,1,3,-2,A
Round 22,2022,15/10/2022,Penang FC,Pulau Pinang,Selangor FC,Selangor,1,1,0,D
Round 22,2022,15/10/2022,Petaling Jaya City FC,Selangor,Kuala Lumpur City FC,Kuala Lumpur,1,0,1,H
Round 22,2022,15/10/2022,Sarawak United FC,Sarawak,Melaka United FC,Melaka,1,0,1,H
Round 22,2022,15/10/2022,Sri Pahang FC,Pahang,Negeri Sembilan FC,Negeri Sembilan,2,0,2,H
1,2023,24/2/2023,JDT,Johor,Terengganu FC,Terengganu,2,0,2,H
1,2023,25/2/2023,Kelantan FC,Kelantan,Kuching City FC,Sarawak,1,2,-1,A
1,2023,25/2/2023,Sabah FC,Sabah,PDRM FC,Kuala Lumpur,4,0,4,H
1,2023,25/2/2023,Kuala Lumpur City FC,Kuala Lumpur,Penang FC,Pulau Pinang,2,2,0,D
1,2023,25/2/2023,Perak FC,Perak,Kedah Darul Aman FC,Kedah,1,4,-3,A
1,2023,26/2/2023,Selangor FC,Selangor,Kelantan Darul Naim FC,Kelantan,1,0,1,H
1,2023,26/2/2023,Negeri Sembilan FC,Negeri Sembilan,Sri Pahang FC,Pahang,1,1,0,D
2,2023,28/2/2023,PDRM FC,Kuala Lumpur,Perak FC,Perak,0,0,0,D
2,2023,1/3/2023,Penang FC,Pulau Pinang,Negeri Sembilan FC,Negeri Sembilan,0,0,0,D
2,2023,1/3/2023,Kedah Darul Aman FC,Kedah,Terengganu FC,Terengganu,1,0,1,H
2,2023,1/3/2023,Sabah FC,Sabah,Kelantan Darul Naim FC,Kelantan,3,1,2,H
2,2023,1/3/2023,Kuala Lumpur City FC,Kuala Lumpur,JDT,Johor,0,3,-3,A
2,2023,2/3/2023,Kuching City FC,Sarawak,Selangor FC,Selangor,0,5,-5,A
2,2023,2/3/2023,Sri Pahang FC,Pahang,Kelantan FC,Kelantan,4,1,3,H
3,2023,4/3/2023,Kelantan Darul Naim FC,Kelantan,Perak FC,Perak,0,0,0,D
3,2023,4/3/2023,Kedah Darul Aman FC,Kedah,PDRM FC,Kuala Lumpur,0,1,-1,A
3,2023,5/3/2023,Selangor FC,Selangor,Sri Pahang FC,Pahang,1,1,0,D
3,2023,5/3/2023,Kelantan FC,Kelantan,Penang FC,Pulau Pinang,2,0,2,H
3,2023,5/3/2023,Terengganu FC,Terengganu,Kuala Lumpur City FC,Kuala Lumpur,0,0,0,D
3,2023,6/3/2023,Negeri Sembilan FC,Negeri Sembilan,JDT,Johor,0,7,-7,A
3,2023,6/3/2023,Kuching City FC,Sarawak,Sabah FC,Sabah,1,2,-1,A
4,2023,11/3/2023,JDT,Johor,Kelantan FC,Kelantan,5,1,4,H
4,2023,11/3/2023,Terengganu FC,Terengganu,PDRM FC,Kuala Lumpur,1,0,1,H
4,2023,12/3/2023,Penang FC,Pulau Pinang,Selangor FC,Selangor,1,2,-1,A
4,2023,12/3/2023,Sri Pahang FC,Pahang,Sabah FC,Sabah,1,1,0,D
4,2023,12/3/2023,Perak FC,Perak,Kuching City FC,Sarawak,2,0,2,H
4,2023,13/3/2023,Kelantan Darul Naim FC,Kelantan,Kedah Darul Aman FC,Kedah,2,3,-1,A
5,2023,16/3/2023,Perak FC,Perak,Sri Pahang FC,Pahang,0,3,-3,A
5,2023,16/3/2023,Negeri Sembilan FC,Negeri Sembilan,Terengganu FC,Terengganu,2,1,1,H
5,2023,17/3/2023,Selangor FC,Selangor,JDT,Johor,0,4,-4,A
5,2023,17/3/2023,Kedah Darul Aman FC,Kedah,Kuching City FC,Sarawak,3,0,3,H
5,2023,17/3/2023,Kelantan FC,Kelantan,Kuala Lumpur City FC,Kuala Lumpur,2,2,0,D
5,2023,17/3/2023,Sabah FC,Sabah,Penang FC,Pulau Pinang,5,2,3,H
5,2023,18/3/2023,PDRM FC,Kuala Lumpur,Kelantan Darul Naim FC,Kelantan,2,0,2,H
6,2023,31/3/2023,Penang FC,Pulau Pinang,Perak FC,Perak,3,1,2,H
6,2023,31/3/2023,JDT,Johor,Sabah FC,Sabah,4,0,4,H
6,2023,31/3/2023,Kuala Lumpur City FC,Kuala Lumpur,Selangor FC,Selangor,1,3,-2,A
6,2023,31/3/2023,Terengganu FC,Terengganu,Kelantan Darul Naim FC,Kelantan,2,1,1,H
6,2023,1/4/2023,Kuching City FC,Sarawak,PDRM FC,Kuala Lumpur,0,1,-1,A
6,2023,1/4/2023,Negeri Sembilan FC,Negeri Sembilan,Kelantan FC,Kelantan,4,2,2,H
6,2023,1/4/2023,Sri Pahang FC,Pahang,Kedah Darul Aman FC,Kedah,1,1,0,D
7,2023,4/4/2023,Selangor FC,Selangor,Negeri Sembilan FC,Negeri Sembilan,2,1,1,H
7,2023,4/4/2023,Terengganu FC,Terengganu,Kelantan FC,Kelantan,5,0,5,H
7,2023,4/4/2023,Perak FC,Perak,JDT,Johor,0,5,-5,A
7,2023,5/4/2023,Kuching City FC,Sarawak,Kelantan Darul Naim FC,Kelantan,1,1,0,D
7,2023,5/4/2023,Kedah Darul Aman FC,Kedah,Penang FC,Pulau Pinang,1,0,1,H
7,2023,5/4/2023,Kuala Lumpur City FC,Kuala Lumpur,Sabah FC,Sabah,2,0,2,H
7,2023,5/4/2023,PDRM FC,Kuala Lumpur,Sri Pahang FC,Pahang,1,2,-1,A
8,2023,9/4/2023,Terengganu FC,Terengganu,Kuching City FC,Sarawak,2,0,2,H
8,2023,9/4/2023,JDT,Johor,Kedah Darul Aman FC,Kedah,6,0,6,H
8,2023,9/4/2023,Penang FC,Pulau Pinang,PDRM FC,Kuala Lumpur,4,2,2,H
8,2023,9/4/2023,Selangor FC,Selangor,Kelantan FC,Kelantan,3,0,3,H
8,2023,10/4/2023,Negeri Sembilan FC,Negeri Sembilan,Sabah FC,Sabah,1,1,0,D
8,2023,10/4/2023,Sri Pahang FC,Pahang,Kelantan Darul Naim FC,Kelantan,1,0,1,H
8,2023,10/4/2023,Kuala Lumpur City FC,Kuala Lumpur,Perak FC,Perak,1,0,1,H
9,2023,18/4/2023,Kuching City FC,Sarawak,Sri Pahang FC,Pahang,0,1,-1,A
9,2023,18/4/2023,Kedah Darul Aman FC,Kedah,Kuala Lumpur City FC,Kuala Lumpur,2,3,-1,A
9,2023,18/4/2023,Penang FC,Pulau Pinang,Kelantan Darul Naim FC,Kelantan,2,0,2,H
9,2023,18/4/2023,Selangor FC,Selangor,Terengganu FC,Terengganu,5,1,4,H
9,2023,19/4/2023,PDRM FC,Kuala Lumpur,JDT,Johor,0,1,-1,A
9,2023,19/4/2023,Sabah FC,Sabah,Kelantan FC,Kelantan,6,1,5,H
9,2023,19/4/2023,Perak FC,Perak,Negeri Sembilan FC,Negeri Sembilan,1,1,0,D
10,2023,27/4/2023,Kuala Lumpur City FC,Kuala Lumpur,PDRM FC,Kuala Lumpur,3,0,3,H
10,2023,27/4/2023,Penang FC,Pulau Pinang,Kuching City FC,Sarawak,2,1,1,H
10,2023,27/4/2023,Sabah FC,Sabah,Selangor FC,Selangor,2,1,1,H
10,2023,28/4/2023,Kelantan FC,Kelantan,Perak FC,Perak,2,3,-1,A
10,2023,28/4/2023,Negeri Sembilan FC,Negeri Sembilan,Kedah Darul Aman FC,Kedah,1,2,-1,A
10,2023,28/4/2023,Terengganu FC,Terengganu,Sri Pahang FC,Pahang,1,2,-1,A
10,2023,13/5/2023,JDT,Johor,Kelantan Darul Naim FC,Kelantan,6,0,6,H
4,2023,14/5/2023,Negeri Sembilan FC,Negeri Sembilan,Kuala Lumpur City FC,Kuala Lumpur,2,1,1,H
11,2023,18/5/2023,PDRM FC,Kuala Lumpur,Negeri Sembilan FC,Negeri Sembilan,1,2,-1,A
11,2023,19/5/2023,Sabah FC,Sabah,Terengganu FC,Terengganu,2,2,0,D
11,2023,19/5/2023,Kuching City FC,Sarawak,JDT,Johor,0,4,-4,A
11,2023,19/5/2023,Kedah Darul Aman FC,Kedah,Kelantan FC,Kelantan,5,0,5,H
11,2023,20/5/2023,Sri Pahang FC,Pahang,Penang FC,Pulau Pinang,1,0,1,H
11,2023,20/5/2023,Perak FC,Perak,Selangor FC,Selangor,0,4,-4,A
11,2023,20/5/2023,Kelantan Darul Naim FC,Kelantan,Kuala Lumpur City FC,Kuala Lumpur,1,3,-2,A
12,2023,23/5/2023,Kelantan FC,Kelantan,PDRM FC,Kuala Lumpur,1,4,-3,A
12,2023,23/5/2023,Negeri Sembilan FC,Negeri Sembilan,Kelantan Darul Naim FC,Kelantan,3,3,0,D
12,2023,23/5/2023,Sabah FC,Sabah,Perak FC,Perak,3,1,2,H
12,2023,24/5/2023,JDT,Johor,Sri Pahang FC,Pahang,2,0,2,H
12,2023,24/5/2023,Kuala Lumpur City FC,Kuala Lumpur,Kuching City FC,Sarawak,1,1,0,D
12,2023,24/5/2023,Selangor FC,Selangor,Kedah Darul Aman FC,Kedah,3,2,1,H
12,2023,24/5/2023,Terengganu FC,Terengganu,Penang FC,Pulau Pinang,1,0,1,H
13,2023,2/6/2023,Kedah Darul Aman FC,Kedah,Sabah FC,Sabah,2,1,1,H
13,2023,2/6/2023,Kelantan Darul Naim FC,Kelantan,Kelantan FC,Kelantan,4,1,3,H
13,2023,3/6/2023,PDRM FC,Kuala Lumpur,Selangor FC,Selangor,1,0,1,H
13,2023,3/6/2023,Perak FC,Perak,Terengganu FC,Terengganu,0,3,-3,A
13,2023,3/6/2023,Penang FC,Pulau Pinang,JDT,Johor,0,2,-2,A
13,2023,4/6/2023,Sri Pahang FC,Pahang,Kuala Lumpur City FC,Kuala Lumpur,1,2,-1,A
13,2023,4/6/2023,Kuching City FC,Sarawak,Negeri Sembilan FC,Negeri Sembilan,1,1,0,D
14,2023,7/6/2023,Kedah Darul Aman FC,Kedah,Perak FC,Perak,3,0,3,H
14,2023,7/6/2023,Kelantan Darul Naim FC,Kelantan,Selangor FC,Selangor,1,7,-6,A
14,2023,8/6/2023,PDRM FC,Kuala Lumpur,Sabah FC,Sabah,1,0,1,H
14,2023,8/6/2023,Penang FC,Pulau Pinang,Kuala Lumpur City FC,Kuala Lumpur,1,1,0,D
14,2023,9/6/2023,Sri Pahang FC,Pahang,Negeri Sembilan FC,Negeri Sembilan,4,3,1,H
14,2023,9/6/2023,Terengganu FC,Terengganu,JDT,Johor,1,3,-2,A
15,2023,23/6/2023,Kelantan FC,Kelantan,Sri Pahang FC,Pahang,0,5,-5,A
15,2023,23/6/2023,Perak FC,Perak,PDRM FC,Kuala Lumpur,1,2,-1,A
15,2023,26/6/2023,Negeri Sembilan FC,Negeri Sembilan,Penang FC,Pulau Pinang,1,1,0,D
15,2023,26/6/2023,Kelantan Darul Naim FC,Kelantan,Sabah FC,Sabah,0,3,-3,A
15,2023,3/7/2023,JDT,Johor,Kuala Lumpur City FC,Kuala Lumpur,6,1,5,H
15,2023,3/7/2023,Selangor FC,Selangor,Kuching City FC,Sarawak,2,1,1,H
15,2023,3/7/2023,Terengganu FC,Terengganu,Kedah Darul Aman FC,Kedah,1,0,1,H
16,2023,7/7/2023,Kuala Lumpur City FC,Kuala Lumpur,Terengganu FC,Terengganu,3,3,0,D
16,2023,7/7/2023,Perak FC,Perak,Kelantan Darul Naim FC,Kelantan,1,1,0,D
16,2023,8/7/2023,Sabah FC,Sabah,Kuching City FC,Sarawak,4,3,1,H
16,2023,8/7/2023,JDT,Johor,Negeri Sembilan FC,Negeri Sembilan,2,0,2,H
16,2023,8/7/2023,Penang FC,Pulau Pinang,Kelantan FC,Kelantan,4,3,1,H
16,2023,9/7/2023,Sri Pahang FC,Pahang,Selangor FC,Selangor,1,0,1,H
16,2023,9/7/2023,PDRM FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,0,2,-2,A
17,2023,14/7/2023,Kelantan FC,Kelantan,JDT,Johor,0,5,-5,A
17,2023,14/7/2023,Kedah Darul Aman FC,Kedah,Kelantan Darul Naim FC,Kelantan,3,1,2,H
17,2023,15/7/2023,Kuala Lumpur City FC,Kuala Lumpur,Negeri Sembilan FC,Negeri Sembilan,1,1,0,D
17,2023,15/7/2023,Sabah FC,Sabah,Sri Pahang FC,Pahang,4,0,4,H
17,2023,15/7/2023,Selangor FC,Selangor,Penang FC,Pulau Pinang,3,0,3,H
17,2023,16/7/2023,Kuching City FC,Sarawak,Perak FC,Perak,1,2,-1,A
17,2023,16/7/2023,PDRM FC,Kuala Lumpur,Terengganu FC,Terengganu,0,0,0,D
14,2023,21/7/2023,Kuching City FC,Sarawak,Kelantan FC,Kelantan,2,2,0,D
23,2023,23/7/2023,Selangor FC,Selangor,Sabah FC,Sabah,1,0,1,H
