RND,SEA,Date,HT,Home_State,AT,Away_State,FTHG,FTAG,GD,FTR
18,2023,28/7/2023,Terengganu FC,Terengganu,Negeri Sembilan FC,Negeri Sembilan,1,1,0,D
18,2023,28/7/2023,Kelantan Darul Naim FC,Kelantan,PDRM FC,Kuala Lumpur,2,2,0,D
18,2023,29/7/2023,Kuala Lumpur City FC,Kuala Lumpur,Kelantan FC,Kelantan,5,1,4,H
18,2023,29/7/2023,Kuching City FC,Sarawak,Kedah Darul Aman FC,Kedah,0,1,-1,A
18,2023,29/7/2023,JDT,Johor,Selangor FC,Selangor,2,0,2,H
18,2023,30/7/2023,Sri Pahang FC,Pahang,Perak FC,Perak,1,0,1,H
18,2023,30/7/2023,Penang FC,Pulau Pinang,Sabah FC,Sabah,1,2,-1,A
19,2023,8/8/2023,Kedah Darul Aman FC,Kedah,Sri Pahang FC,Pahang,2,0,2,H
19,2023,8/8/2023,Kelantan Darul Naim FC,Kelantan,Terengganu FC,Terengganu,1,4,-3,A
19,2023,8/8/2023,Selangor FC,Selangor,Kuala Lumpur City FC,Kuala Lumpur,2,0,2,H
19,2023,9/8/2023,Sabah FC,Sabah,JDT,Johor,1,5,-4,A
19,2023,9/8/2023,Kelantan FC,Kelantan,Negeri Sembilan FC,Negeri Sembilan,2,0,2,H
19,2023,9/8/2023,Perak FC,Perak,Penang FC,Pulau Pinang,3,1,2,H
20,2023,13/8/2023,Sabah FC,Sabah,Kuala Lumpur City FC,Kuala Lumpur,3,2,1,H
20,2023,13/8/2023,JDT,Johor,Perak FC,Perak,5,0,5,H
20,2023,14/8/2023,Kelantan FC,Kelantan,Terengganu FC,Terengganu,0,8,-8,A
20,2023,14/8/2023,Negeri Sembilan FC,Negeri Sembilan,Selangor FC,Selangor,0,4,-4,A
20,2023,22/8/2023,Penang FC,Pulau Pinang,Kedah Darul Aman FC,Kedah,1,2,-1,A
21,2023,25/8/2023,Kelantan FC,Kelantan,Selangor FC,Selangor,2,11,-9,A
21,2023,26/8/2023,Kuching City FC,Sarawak,Terengganu FC,Terengganu,0,2,-2,A
21,2023,26/8/2023,Sabah FC,Sabah,Negeri Sembilan FC,Negeri Sembilan,3,1,2,H
21,2023,26/8/2023,Kedah Darul Aman FC,Kedah,JDT,Johor,3,3,0,D
21,2023,27/8/2023,Perak FC,Perak,Kuala Lumpur City FC,Kuala Lumpur,0,4,-4,A
21,2023,27/8/2023,PDRM FC,Kuala Lumpur,Penang FC,Pulau Pinang,3,0,3,H
21,2023,27/8/2023,Kelantan Darul Naim FC,Kelantan,Sri Pahang FC,Pahang,1,5,-4,A
20,2023,4/9/2023,Kelantan Darul Naim FC,Kelantan,Kuching City FC,Sarawak,2,1,1,H
22,2023,27/9/2023,JDT,Johor,PDRM FC,Kuala Lumpur,4,0,4,H
22,2023,29/9/2023,Terengganu FC,Terengganu,Selangor FC,Selangor,0,4,-4,A
22,2023,30/9/2023,Kuala Lumpur City FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,0,1,-1,A
22,2023,30/9/2023,Sri Pahang FC,Pahang,Kuching City FC,Sarawak,3,2,1,H
22,2023,1/10/2023,Kelantan Darul Naim FC,Kelantan,Penang FC,Pulau Pinang,1,0,1,H
22,2023,1/10/2023,Negeri Sembilan FC,Negeri Sembilan,Perak FC,Perak,0,1,-1,A
19,2023,8/10/2023,PDRM FC,Kuala Lumpur,Kuching City FC,Sarawak,1,1,0,D
23,2023,27/10/2023,PDRM FC,Kuala Lumpur,Kuala Lumpur City FC,Kuala Lumpur,2,0,2,H
23,2023,28/10/2023,Kuching City FC,Sarawak,Penang FC,Pulau Pinang,0,0,0,D
23,2023,28/10/2023,Perak FC,Perak,Kelantan FC,Kelantan,8,0,8,H
23,2023,28/10/2023,Kelantan Darul Naim FC,Kelantan,JDT,Johor,0,2,-2,A
23,2023,28/10/2023,Kedah Darul Aman FC,Kedah,Negeri Sembilan FC,Negeri Sembilan,3,0,3,H
23,2023,29/10/2023,Sri Pahang FC,Pahang,Terengganu FC,Terengganu,2,2,0,D
20,2023,8/11/2023,Sri Pahang FC,Pahang,PDRM FC,Kuala Lumpur,2,3,-1,A
22,2023,20/11/2023,Kelantan FC,Kelantan,Sabah FC,Sabah,0,7,-7,A
24,2023,23/11/2023,JDT,Johor,Kuching City FC,Sarawak,2,0,2,H
24,2023,24/11/2023,Terengganu FC,Terengganu,Sabah FC,Sabah,0,4,-4,A
24,2023,25/11/2023,Selangor FC,Selangor,Perak FC,Perak,4,0,4,H
24,2023,25/11/2023,Negeri Sembilan FC,Negeri Sembilan,PDRM FC,Kuala Lumpur,2,0,2,H
24,2023,26/11/2023,Kuala Lumpur City FC,Kuala Lumpur,Kelantan Darul Naim FC,Kelantan,3,0,3,H
24,2023,26/11/2023,Kelantan FC,Kelantan,Kedah Darul Aman FC,Kedah,1,6,-5,A
24,2023,26/11/2023,Penang FC,Pulau Pinang,Sri Pahang FC,Pahang,3,2,1,H
25,2023,1/12/2023,Kelantan Darul Naim FC,Kelantan,Negeri Sembilan FC,Negeri Sembilan,0,4,-4,A
25,2023,2/12/2023,Kedah Darul Aman FC,Kedah,Selangor FC,Selangor,0,1,-1,A
25,2023,3/12/2023,Penang FC,Pulau Pinang,Terengganu FC,Terengganu,1,1,0,D
25,2023,3/12/2023,Sri Pahang FC,Pahang,JDT,Johor,0,2,-2,A
25,2023,3/12/2023,Perak FC,Perak,Sabah FC,Sabah,0,1,-1,A
25,2023,10/12/2023,Kuching City FC,Sarawak,Kuala Lumpur City FC,Kuala Lumpur,2,3,-1,A
25,2023,10/12/2023,PDRM FC,Kuala Lumpur,Kelantan FC,Kelantan,7,2,5,H
26,2023,16/12/2023,Kelantan FC,Kelantan,Kelantan Darul Naim FC,Kelantan,2,6,-4,A
26,2023,16/12/2023,Kuala Lumpur City FC,Kuala Lumpur,Sri Pahang FC,Pahang,0,0,0,D
26,2023,16/12/2023,JDT,Johor,Penang FC,Pulau Pinang,8,0,8,H
26,2023,17/12/2023,Sabah FC,Sabah,Kedah Darul Aman FC,Kedah,2,0,2,H
26,2023,17/12/2023,Selangor FC,Selangor,PDRM FC,Kuala Lumpur,3,1,2,H
26,2023,17/12/2023,Negeri Sembilan FC,Negeri Sembilan,Kuching City FC,Sarawak,1,4,-3,A
26,2023,17/12/2023,Terengganu FC,Terengganu,Perak FC,Perak,3,0,3,H
1,2024-2025,10/5/2024,JDT,Johor,Selangor FC,Selangor,3,0,3,H
1,2024-2025,11/5/2024,PDRM FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,0,1,-1,A
1,2024-2025,11/5/2024,Terengganu FC,Terengganu,Perak FC,Perak,3,1,2,H
1,2024-2025,11/5/2024,Sri Pahang FC,Pahang,Kelantan Darul Naim FC,Kelantan,1,0,1,H
1,2024-2025,12/5/2024,Sabah FC,Sabah,Penang FC,Pulau Pinang,0,0,0,D
1,2024-2025,12/5/2024,Kuala Lumpur City FC,Kuala Lumpur,Kuching City FC,Sarawak,1,1,0,D
2,2024-2025,17/5/2024,Kelantan Darul Naim FC,Kelantan,Sabah FC,Sabah,2,3,-1,A
2,2024-2025,18/5/2024,JDT,Johor,Negeri Sembilan FC,Negeri Sembilan,3,1,2,H
2,2024-2025,18/5/2024,Selangor FC,Selangor,Kedah Darul Aman FC,Kedah,1,0,1,H
2,2024-2025,18/5/2024,Perak FC,Perak,PDRM FC,Kuala Lumpur,2,3,-1,A
2,2024-2025,19/5/2024,Kuching City FC,Sarawak,Sri Pahang FC,Pahang,2,2,0,D
2,2024-2025,19/5/2024,Penang FC,Pulau Pinang,Terengganu FC,Terengganu,0,0,0,D
3,2024-2025,24/5/2024,Kedah Darul Aman FC,Kedah,Perak FC,Perak,0,2,-2,A
3,2024-2025,24/5/2024,Terengganu FC,Terengganu,Kelantan Darul Naim FC,Kelantan,3,0,3,H
3,2024-2025,25/5/2024,Kuala Lumpur City FC,Kuala Lumpur,JDT,Johor,1,5,-4,A
3,2024-2025,25/5/2024,Sabah FC,Sabah,Kuching City FC,Sarawak,2,1,1,H
3,2024-2025,25/5/2024,PDRM FC,Kuala Lumpur,Penang FC,Pulau Pinang,1,1,0,D
3,2024-2025,26/5/2024,Selangor FC,Selangor,Negeri Sembilan FC,Negeri Sembilan,4,0,4,H
4,2024-2025,21/6/2024,Negeri Sembilan FC,Negeri Sembilan,Kuala Lumpur City FC,Kuala Lumpur,0,3,-3,A
4,2024-2025,22/6/2024,JDT,Johor,Sri Pahang FC,Pahang,3,0,3,H
4,2024-2025,22/6/2024,Kuching City FC,Sarawak,Terengganu FC,Terengganu,1,1,0,D
4,2024-2025,22/6/2024,Penang FC,Pulau Pinang,Kedah Darul Aman FC,Kedah,0,1,-1,A
4,2024-2025,23/6/2024,Selangor FC,Selangor,Perak FC,Perak,2,1,1,H
4,2024-2025,23/6/2024,Kelantan Darul Naim FC,Kelantan,PDRM FC,Kuala Lumpur,1,0,1,H
5,2024-2025,12/7/2024,Kuching City FC,Sarawak,PDRM FC,Kuala Lumpur,2,0,2,H
5,2024-2025,12/7/2024,Kedah Darul Aman FC,Kedah,Kelantan Darul Naim FC,Kelantan,3,0,3,H
5,2024-2025,13/7/2024,Sri Pahang FC,Pahang,Negeri Sembilan FC,Negeri Sembilan,0,2,-2,A
5,2024-2025,13/7/2024,Sabah FC,Sabah,JDT,Johor,1,3,-2,A
5,2024-2025,13/7/2024,Perak FC,Perak,Penang FC,Pulau Pinang,0,2,-2,A
5,2024-2025,14/7/2024,Kuala Lumpur City FC,Kuala Lumpur,Selangor FC,Selangor,1,0,1,H
6,2024-2025,25/7/2024,Sabah FC,Sabah,Negeri Sembilan FC,Negeri Sembilan,2,0,2,H
6,2024-2025,26/7/2024,Kedah Darul Aman FC,Kedah,Kuching City FC,Sarawak,1,1,0,D
6,2024-2025,26/7/2024,Kelantan Darul Naim FC,Kelantan,Perak FC,Perak,1,3,-2,A
6,2024-2025,26/7/2024,JDT,Johor,Terengganu FC,Terengganu,4,0,4,H
6,2024-2025,27/7/2024,Selangor FC,Selangor,Penang FC,Pulau Pinang,4,1,3,H
6,2024-2025,27/7/2024,Kuala Lumpur City FC,Kuala Lumpur,Sri Pahang FC,Pahang,0,0,0,D
7,2024-2025,30/7/2024,Terengganu FC,Terengganu,Negeri Sembilan FC,Negeri Sembilan,3,2,1,H
7,2024-2025,30/7/2024,Perak FC,Perak,Kuching City FC,Sarawak,1,2,-1,A
7,2024-2025,31/7/2024,PDRM FC,Kuala Lumpur,JDT,Johor,1,1,0,D
7,2024-2025,31/7/2024,Kuala Lumpur City FC,Kuala Lumpur,Sabah FC,Sabah,3,0,3,H
7,2024-2025,31/7/2024,Sri Pahang FC,Pahang,Selangor FC,Selangor,1,1,0,D
7,2024-2025,1/8/2024,Penang FC,Pulau Pinang,Kelantan Darul Naim FC,Kelantan,3,0,3,H
8,2024-2025,9/8/2024,JDT,Johor,Kedah Darul Aman FC,Kedah,6,0,6,H
8,2024-2025,9/8/2024,Sri Pahang FC,Pahang,Sabah FC,Sabah,2,3,-1,A
8,2024-2025,10/8/2024,Kuala Lumpur City FC,Kuala Lumpur,Terengganu FC,Terengganu,0,2,-2,A
8,2024-2025,10/8/2024,Selangor FC,Selangor,Kelantan Darul Naim FC,Kelantan,2,0,2,H
8,2024-2025,11/8/2024,Negeri Sembilan FC,Negeri Sembilan,PDRM FC,Kuala Lumpur,1,2,-1,A
8,2024-2025,11/8/2024,Kuching City FC,Sarawak,Penang FC,Pulau Pinang,2,2,0,D
9,2024-2025,13/8/2024,Sabah FC,Sabah,Selangor FC,Selangor,1,2,-1,A
9,2024-2025,16/8/2024,Terengganu FC,Terengganu,Sri Pahang FC,Pahang,1,1,0,D
9,2024-2025,16/8/2024,PDRM FC,Kuala Lumpur,Kuala Lumpur City FC,Kuala Lumpur,2,1,1,H
9,2024-2025,17/8/2024,Kedah Darul Aman FC,Kedah,Negeri Sembilan FC,Negeri Sembilan,2,2,0,D
9,2024-2025,26/8/2024,Kuching City FC,Sarawak,Kelantan Darul Naim FC,Kelantan,1,0,1,H
9,2024-2025,10/11/2024,Perak FC,Perak,JDT,Johor,0,5,-5,A
10,2024-2025,12/9/2024,JDT,Johor,Penang FC,Pulau Pinang,5,0,5,H
10,2024-2025,13/9/2024,Selangor FC,Selangor,Kuching City FC,Sarawak,4,0,4,H
10,2024-2025,14/9/2024,Negeri Sembilan FC,Negeri Sembilan,Perak FC,Perak,0,1,-1,A
10,2024-2025,14/9/2024,Kuala Lumpur City FC,Kuala Lumpur,Kedah Darul Aman FC,Kedah,5,0,5,H
10,2024-2025,15/9/2024,Sabah FC,Sabah,Terengganu FC,Terengganu,1,1,0,D
10,2024-2025,15/9/2024,Sri Pahang FC,Pahang,PDRM FC,Kuala Lumpur,5,1,4,H
11,2024-2025,20/9/2024,Kedah Darul Aman FC,Kedah,Sri Pahang FC,Pahang,2,2,0,D
11,2024-2025,21/9/2024,PDRM FC,Kuala Lumpur,Sabah FC,Sabah,1,0,1,H
11,2024-2025,21/9/2024,Perak FC,Perak,Kuala Lumpur City FC,Kuala Lumpur,1,0,1,H
11,2024-2025,22/9/2024,Kelantan Darul Naim FC,Kelantan,JDT,Johor,1,6,-5,A
11,2024-2025,22/9/2024,Penang FC,Pulau Pinang,Negeri Sembilan FC,Negeri Sembilan,2,2,0,D
11,2024-2025,28/9/2024,Terengganu FC,Terengganu,Selangor FC,Selangor,0,1,-1,A
12,2024-2025,27/9/2024,JDT,Johor,Kuching City FC,Sarawak,2,1,1,H
12,2024-2025,27/9/2024,Negeri Sembilan FC,Negeri Sembilan,Kelantan Darul Naim FC,Kelantan,2,3,-1,A
12,2024-2025,28/9/2024,Sri Pahang FC,Pahang,Perak FC,Perak,0,3,-3,A
12,2024-2025,29/9/2024,Kuala Lumpur City FC,Kuala Lumpur,Penang FC,Pulau Pinang,4,2,2,H
12,2024-2025,4/10/2024,Terengganu FC,Terengganu,PDRM FC,Kuala Lumpur,1,1,0,D
12,2024-2025,29/10/2024,Sabah FC,Sabah,Kedah Darul Aman FC,Kedah,5,2,3,H
13,2024-2025,18/10/2024,Kelantan Darul Naim FC,Kelantan,Kuala Lumpur City FC,Kuala Lumpur,1,3,-2,A
13,2024-2025,19/10/2024,Perak FC,Perak,Sabah FC,Sabah,2,4,-2,A
13,2024-2025,19/10/2024,PDRM FC,Kuala Lumpur,Selangor FC,Selangor,1,1,0,D
13,2024-2025,19/10/2024,Kedah Darul Aman FC,Kedah,Terengganu FC,Terengganu,1,0,1,H
13,2024-2025,20/10/2024,Kuching City FC,Sarawak,Negeri Sembilan FC,Negeri Sembilan,1,1,0,D
13,2024-2025,20/10/2024,Penang FC,Pulau Pinang,Sri Pahang FC,Pahang,0,1,-1,A
14,2024-2025,25/10/2024,Penang FC,Pulau Pinang,Sabah FC,Sabah,0,4,-4,A
14,2024-2025,25/10/2024,Kedah Darul Aman FC,Kedah,PDRM FC,Kuala Lumpur,1,1,0,D
14,2024-2025,25/10/2024,Kelantan Darul Naim FC,Kelantan,Sri Pahang FC,Pahang,1,1,0,D
14,2024-2025,26/10/2024,Perak FC,Perak,Terengganu FC,Terengganu,2,2,0,D
14,2024-2025,26/10/2024,Kuching City FC,Sarawak,Kuala Lumpur City FC,Kuala Lumpur,3,1,2,H
14,2024-2025,27/10/2024,Selangor FC,Selangor,JDT,Johor,0,3,-3,A
15,2024-2025,4/3/2025,Sri Pahang FC,Pahang,Kuching City FC,Sarawak,0,3,-3,A
15,2024-2025,1/11/2024,Terengganu FC,Terengganu,Penang FC,Pulau Pinang,1,0,1,H
15,2024-2025,1/11/2024,Negeri Sembilan FC,Negeri Sembilan,JDT,Johor,0,4,-4,A
15,2024-2025,2/11/2024,Kedah Darul Aman FC,Kedah,Selangor FC,Selangor,0,1,-1,A
15,2024-2025,2/11/2024,PDRM FC,Kuala Lumpur,Perak FC                heavy rain],,1,1,0,D
15,2024-2025,3/11/2024,Sabah FC,Sabah,Kelantan Darul Naim FC,Kelantan,4,1,3,H
16,2024-2025,4/12/2024,Kelantan Darul Naim FC,Kelantan,Terengganu FC,Terengganu,1,2,-1,A
16,2024-2025,4/12/2024,Perak FC,Perak,Kedah Darul Aman FC,Kedah,1,1,0,D
16,2024-2025,4/12/2024,Kuching City FC,Sarawak,Sabah FC,Sabah,1,2,-1,A
16,2024-2025,4/12/2024,Penang FC,Pulau Pinang,PDRM FC,Kuala Lumpur,2,0,2,H
16,2024-2025,8/12/2024,JDT,Johor,Kuala Lumpur City FC,Kuala Lumpur,3,0,3,H
16,2024-2025,9/12/2024,Negeri Sembilan FC,Negeri Sembilan,Selangor FC,Selangor,0,4,-4,A
17,2024-2025,21/2/2024,Terengganu FC,Terengganu,Kuching City FC,Sarawak,2,2,0,D
17,2024-2025,17/12/2024,Kuala Lumpur City FC,Kuala Lumpur,Negeri Sembilan FC,Negeri Sembilan,2,1,1,H
17,2024-2025,17/12/2024,Perak FC,Perak,Selangor FC,Selangor,1,2,-1,A
17,2024-2025,17/12/2024,Sri Pahang FC,Pahang,JDT,Johor,1,3,-2,A
17,2024-2025,18/12/2024,Kedah Darul Aman FC,Kedah,Penang FC,Pulau Pinang,1,0,1,H
17,2024-2025,18/12/2024,PDRM FC,Kuala Lumpur,Kelantan Darul Naim FC,Kelantan,5,0,5,H
18,2024-2025,10/1/2025,Kelantan Darul Naim FC,Kelantan,Kedah Darul Aman FC,Kedah,0,1,-1,A
18,2024-2025,10/1/2025,Negeri Sembilan FC,Negeri Sembilan,Sri Pahang FC,Pahang,2,1,1,H
18,2024-2025,11/1/2025,JDT,Johor,Sabah FC,Sabah,4,0,4,H
18,2024-2025,11/1/2025,PDRM FC,Kuala Lumpur,Kuching City FC,Sarawak,0,2,-2,A
18,2024-2025,12/1/2025,Selangor FC,Selangor,Kuala Lumpur City FC,Kuala Lumpur,1,0,1,H
18,2024-2025,12/1/2025,Penang FC,Pulau Pinang,Perak FC,Perak,3,3,0,D
19,2024-2025,25/1/2025,Negeri Sembilan FC,Negeri Sembilan,Sabah FC,Sabah,1,2,-1,A
19,2024-2025,25/1/2025,Penang FC,Pulau Pinang,Selangor FC,Selangor,1,1,0,D
19,2024-2025,25/1/2025,Terengganu FC,Terengganu,JDT,Johor,0,1,-1,A
19,2024-2025,26/1/2025,Sri Pahang FC,Pahang,Kuala Lumpur City FC,Kuala Lumpur,1,1,0,D
19,2024-2025,26/1/2025,Perak FC,Perak,Kelantan Darul Naim FC,Kelantan,7,0,7,H
19,2024-2025,12/3/2025,Kuching City FC,Sarawak,Kedah Darul Aman FC,Kedah,3,0,3,H
20,2024-2025,5/2/2025,JDT,Johor,PDRM FC,Kuala Lumpur,4,0,4,H
20,2024-2025,7/2/2025,Kuching City FC,Sarawak,Perak FC,Perak,1,1,0,D
20,2024-2025,7/2/2025,Kelantan Darul Naim FC,Kelantan,Penang FC,Pulau Pinang,1,6,-5,A
20,2024-2025,8/2/2025,Selangor FC,Selangor,Sri Pahang FC,Pahang,2,0,2,H
20,2024-2025,9/2/2025,Negeri Sembilan FC,Negeri Sembilan,Terengganu FC,Terengganu,0,2,-2,A
20,2024-2025,21/2/2025,Sabah FC,Sabah,Kuala Lumpur City FC,Kuala Lumpur,1,1,0,D
21,2024-2025,14/2/2025,Terengganu FC,Terengganu,Kuala Lumpur City FC,Kuala Lumpur,1,2,-1,A
21,2024-2025,16/2/2025,Sabah FC,Sabah,Sri Pahang FC,Pahang,2,2,0,D
21,2024-2025,16/2/2025,Penang FC,Pulau Pinang,Kuching City FC,Sarawak,1,1,0,D
21,2024-2025,8/3/2025,Kelantan Darul Naim FC,Kelantan,Selangor FC,Selangor,0,7,-7,A
21,2024-2025,15/3/2025,PDRM FC,Kuala Lumpur,Negeri Sembilan FC,Negeri Sembilan,2,1,1,H
21,2024-2025,29/3/2025,Kedah Darul Aman FC,Kedah,JDT,Johor,1,6,-5,A
22,2024-2025,24/2/2025,JDT,Johor,Perak FC,Perak,2,0,2,H
22,2024-2025,26/2/2025,Kuala Lumpur City FC,Kuala Lumpur,PDRM FC,Kuala Lumpur,2,1,1,H
22,2024-2025,26/2/2025,Kelantan Darul Naim FC,Kelantan,Kuching City FC,Sarawak,0,3,-3,A
22,2024-2025,26/2/2025,Negeri Sembilan FC,Negeri Sembilan,Kedah Darul Aman FC,Kedah,2,0,2,H
22,2024-2025,27/2/2025,Selangor FC,Selangor,Sabah FC,Sabah,0,0,0,D
22,2024-2025,27/2/2025,Sri Pahang FC,Pahang,Terengganu FC,Terengganu,1,5,-4,A
23,2024-2025,7/3/2025,Kedah Darul Aman FC,Kedah,Kuala Lumpur City FC,Kuala Lumpur,2,3,-1,A
23,2024-2025,7/3/2025,Terengganu FC,Terengganu,Sabah FC,Sabah,2,2,0,D
23,2024-2025,8/3/2025,PDRM FC,Kuala Lumpur,Sri Pahang FC,Pahang,1,3,-2,A
23,2024-2025,8/3/2025,Perak FC,Perak,Negeri Sembilan FC,Negeri Sembilan,0,0,0,D
23,2024-2025,16/3/2025,Penang FC,Pulau Pinang,JDT,Johor,0,3,-3,A
23,2024-2025,16/3/2025,Kuching City FC,Sarawak,Selangor FC,Selangor,2,1,1,H
24,2024-2025,5/4/2025,Selangor FC,Selangor,Terengganu FC,Terengganu,1,0,1,H
24,2024-2025,5/4/2025,Negeri Sembilan FC,Negeri Sembilan,Penang FC,Pulau Pinang,0,2,-2,A
24,2024-2025,6/4/2025,Kuala Lumpur City FC,Kuala Lumpur,Perak FC,Perak,1,2,-1,A
24,2024-2025,8/4/2025,Sri Pahang FC,Pahang,Kedah Darul Aman FC,Kedah,6,0,6,H
24,2024-2025,8/4/2025,Sabah FC,Sabah,PDRM FC,Kuala Lumpur,1,0,1,H
24,2024-2025,10/4/2025,JDT,Johor,Kelantan Darul Naim FC,Kelantan,9,0,9,H
25,2024-2025,12/4/2025,PDRM FC,Kuala Lumpur,Terengganu FC,Terengganu,1,0,1,H
25,2024-2025,12/4/2025,Kedah Darul Aman FC,Kedah,Sabah FC,Sabah,1,1,0,D
25,2024-2025,12/4/2025,Perak FC,Perak,Sri Pahang FC,Pahang,0,1,-1,A
25,2024-2025,13/4/2025,Penang FC,Pulau Pinang,Kuala Lumpur City FC,Kuala Lumpur,1,0,1,H
25,2024-2025,13/4/2025,Kelantan Darul Naim FC,Kelantan,Negeri Sembilan FC,Negeri Sembilan,1,2,-1,A
25,2024-2025,16/4/2025,Kuching City FC,Sarawak,JDT,Johor,0,2,-2,A
26,2024-2025,19/4/2025,Selangor FC,Selangor,PDRM FC,Kuala Lumpur,2,0,2,H
26,2024-2025,19/4/2025,Sri Pahang FC,Pahang,Penang FC,Pulau Pinang,3,2,1,H
26,2024-2025,20/4/2025,Kuala Lumpur City FC,Kuala Lumpur,Kelantan Darul Naim FC,Kelantan,5,2,3,H
26,2024-2025,20/4/2025,Negeri Sembilan FC,Negeri Sembilan,Kuching City FC,Sarawak,1,3,-2,A
26,2024-2025,20/4/2025,Sabah FC,Sabah,Perak FC,Perak,0,1,-1,A
26,2024-2025,20/4/2025,Terengganu FC,Terengganu,Kedah Darul Aman FC,Kedah,3,0,3,H
